id,I32
SCCs,17
m,8
Lab info
id,Open_time,Working_time,Service_time
0,0,2000,10
SCCs info
id,k,Open_time,Collection_time,Service_time,TmaxSCC,Tmax2Lab,
1,2,435,150,10,180,270
2,2,375,300,10,180,340
3,2,345,300,10,180,345
4,1,510,90,10,180,300
5,3,525,240,10,180,270
6,2,240,450,10,180,420
7,2,270,450,10,180,420
8,2,345,330,10,180,355
9,2,345,450,10,180,420
10,2,180,690,10,180,540
11,1,555,90,10,180,300
12,1,675,90,10,180,300
13,2,345,450,10,180,420
14,6,420,750,10,180,308
15,1,1245,90,10,180,300
16,2,585,15,10,180,195
17,2,315,360,10,180,375
TravelTime Matrix
i,j,time
0,8,5.06
0,9,60.46
0,10,78.41
0,11,5.04
0,12,68.2
0,13,43.64
0,14,35.5
0,15,65.39
0,16,24.92
0,17,5.04
1,0,64.83
1,1,0
1,2,80.97
1,3,93.1
1,4,109.27
1,5,19.62
1,6,76.31
1,7,74.47
1,8,91.33
1,9,26.04
1,10,4.35
1,11,90.13
1,12,146.48
1,13,65.65
1,14,103.03
1,15,137.25
1,16,50.2
1,17,90.13
2,0,3.36
2,1,80.97
2,2,0
2,3,11.24
2,4,34.07
2,5,61.3
2,6,7.92
2,7,8.35
2,8,3.98
2,9,78.4
2,10,89.75
2,11,3.18
2,12,77.9
2,13,49.26
2,14,47.03
2,15,81.25
2,16,33.43
2,17,3.18
3,0,12.04
3,1,93.1
3,2,11.24
3,3,0
3,4,24.23
3,5,73.15
3,6,24.34
3,7,21.87
3,8,9.81
3,9,90.26
3,10,101.6
3,11,9.86
3,12,62.93
3,13,45.57
3,14,51.11
3,15,85.33
3,16,45.28
3,17,9.86
4,0,32.38
4,1,109.27
4,2,34.07
4,3,24.23
4,4,0
4,5,90.19
4,6,37.13
4,7,45.4
4,8,32.71
4,9,107.29
4,10,118.62
4,11,32.75
4,12,43.39
4,13,58.63
4,14,73.61
4,15,107.83
4,16,62.3
4,17,32.75
5,0,46.5
5,1,19.62
5,2,61.3
5,3,73.15
5,4,90.19
5,5,0
5,6,56.55
5,7,54.72
5,8,71.58
5,9,34.44
5,10,23.96
5,11,70.38
5,12,126.73
5,13,46.03
5,14,83.28
5,15,117.5
5,16,30.45
5,17,70.38
6,0,6.45
6,1,76.31
6,2,7.92
6,3,24.34
6,4,37.13
6,5,56.55
6,6,0
6,7,7.85
6,8,7.88
6,9,75.15
6,10,86.49
6,11,7.93
6,12,76.45
6,13,48.2
6,14,41.46
6,15,75.68
6,16,30.18
6,17,7.93
7,0,2.67
7,1,74.47
7,2,8.35
7,3,21.87
7,4,45.4
7,5,54.72
7,6,7.85
7,7,0
7,8,10.48
7,9,72.1
7,10,83.46
7,11,9.68
7,12,81.68
7,13,53.43
7,14,38.8
7,15,73.01
7,16,27.15
7,17,9.68
8,0,5.06
8,1,91.33
8,2,3.98
8,3,9.81
8,4,32.71
8,5,71.58
8,6,7.88
8,7,10.48
8,8,0
8,9,80.97
8,10,92.31
8,11,0.96
8,12,71.35
8,13,42.68
8,14,48.73
8,15,82.95
8,16,35.99
8,17,0.96
9,0,60.46
9,1,26.04
9,2,78.4
9,3,90.26
9,4,107.29
9,5,34.44
9,6,75.15
9,7,72.1
9,8,80.97
9,9,0
9,10,24.05
9,11,88.87
9,12,96.61
9,13,38.65
9,14,101.77
9,15,135.99
9,16,64.74
9,17,88.87
10,0,78.41
10,1,4.35
10,2,89.75
10,3,101.6
10,4,118.62
10,5,23.96
10,6,86.49
10,7,83.46
10,8,92.31
10,9,24.05
10,10,0
10,11,98.37
10,12,154.71
10,13,70.61
10,14,111.27
10,15,145.48
10,16,54.54
10,17,98.37
11,0,5.04
11,1,90.13
11,2,3.18
11,3,9.86
11,4,32.75
11,5,70.38
11,6,7.93
11,7,9.68
11,8,0.96
11,9,88.87
11,10,98.37
11,11,0
11,12,70.59
11,13,41.92
11,14,48.82
11,15,83.04
11,16,36.09
11,17,0
12,0,68.2
12,1,146.48
12,2,77.9
12,3,62.93
12,4,43.39
12,5,126.73
12,6,76.45
12,7,81.68
12,8,71.35
12,9,96.61
12,10,154.71
12,11,70.59
12,12,0
12,13,58.47
12,14,110.62
12,15,144.85
12,16,99.34
12,17,69.78
13,0,43.64
13,1,65.65
13,2,49.26
13,3,45.57
13,4,58.63
13,5,46.03
13,6,48.2
13,7,53.43
13,8,42.68
13,9,38.65
13,10,70.61
13,11,41.92
13,12,58.47
13,13,0
13,14,84.15
13,15,118.36
13,16,55.22
13,17,42.93
14,0,35.5
14,1,103.03
14,2,47.03
14,3,51.11
14,4,73.61
14,5,83.28
14,6,41.46
14,7,38.8
14,8,48.73
14,9,101.77
14,10,111.27
14,11,48.82
14,12,110.62
14,13,84.15
14,14,0
14,15,36.41
14,16,47.32
14,17,50.17
15,0,65.39
15,1,137.25
15,2,81.25
15,3,85.33
15,4,107.83
15,5,117.5
15,6,75.68
15,7,73.01
15,8,82.95
15,9,135.99
15,10,145.48
15,11,83.04
15,12,144.85
15,13,118.36
15,14,36.41
15,15,0
15,16,80.43
15,17,83.28
16,0,24.92
16,1,50.2
16,2,33.43
16,3,45.28
16,4,62.3
16,5,30.45
16,6,30.18
16,7,27.15
16,8,35.99
16,9,64.74
16,10,54.54
16,11,36.09
16,12,99.34
16,13,55.22
16,14,47.32
16,15,80.43
16,16,0
16,17,44.15
17,0,5.04
17,1,90.13
17,2,3.18
17,3,9.86
17,4,32.75
17,5,70.38
17,6,7.93
17,7,9.68
17,8,0.96
17,9,88.87
17,10,98.37
17,11,0
17,12,69.78
17,13,42.93
17,14,50.17
17,15,83.28
17,16,44.15
17,17,0
